id	name	weight	volume	type
39run	Machinery	95958	191.9160	Normal
tAj5Z	Bottled Beverages	9366	9.3660	Normal
1qJdQ	Furniture	14079	14.0790	Normal
9kliZ	Food	15248	12.1984	Normal
VAIoP	Food	12773	10.2184	Normal
SjW5B	Arts and Crafts	103	0.1030	Delicate
RCB1v	Bottled Beverages	8258	8.2580	Normal
3tABX	Apparel	580	0.1160	Normal
Gfyez	Bottled Products	9973	9.9730	Normal
rST8s	Food	11099	8.8792	Normal
mHUa2	Chemicals	81	0.0810	Dangerous
1i5kU	Furniture	13556	13.5560	Normal
5BkMO	Delicate Machinery	8254	16.5080	Delicate
3UWjb	Delicate Machinery	2937	5.8740	Delicate
glLcX	Electronics	454	0.2270	Normal
UZlVJ	Home Appliances	37119	37.1190	Normal
SE8OG	Home Appliances	44217	44.2170	Normal
Aik0u	Delicate Machinery	5764	11.5280	Delicate
5JAgU	Bottled Beverages	8338	8.3380	Normal
1vgIX	Machinery	23625	47.2500	Normal
RsoPF	Arts and Crafts	999	0.9990	Delicate
vZwpG	Delicate Machinery	33599	67.1980	Delicate
8zVvA	Food	8299	6.6392	Normal
WgzXO	Arts and Crafts	588	0.5880	Delicate
G2OLN	Home Appliances	87286	87.2860	Normal
agj4p	Chemicals	376	0.3760	Dangerous
HXZwC	Machinery	26954	53.9080	Normal
txOcM	Machinery	17853	35.7060	Normal
iDMIx	Electronics	831	0.4155	Normal
ey2BW	Furniture	5242	5.2420	Normal
N8JiU	Electronics	135	0.0675	Normal
pIaRv	Medical Equipment	274	0.5480	Delicate
Rhs5A	Home Appliances	5803	5.8030	Normal
WYgTp	Arts and Crafts	598	0.5980	Delicate
jg8FH	Apparel	440	0.0880	Normal
WvFtE	Medical Equipment	524	1.0480	Delicate
BoCtv	Delicate Machinery	12657	25.3140	Delicate
kibat	Furniture	3334	3.3340	Normal
0cbq2	Food	5997	4.7976	Normal
oM60X	Chemicals	201	0.2010	Dangerous
FK7Lm	Medical Equipment	1494	2.9880	Delicate
G12c6	Furniture	5387	5.3870	Normal
orBFu	Electronics	248	0.1240	Normal
J9I8d	Medical Equipment	1437	2.8740	Delicate
b0OGA	Bottled Products	9699	9.6990	Normal
36jUH	Chemicals	347	0.3470	Dangerous
sD3mP	Arts and Crafts	981	0.9810	Delicate
H8WDK	Medical Equipment	1257	2.5140	Delicate
gGeJy	Machinery	17072	34.1440	Normal
9sHbk	Arts and Crafts	8	0.0080	Delicate
FBOp6	Home Appliances	33366	33.3660	Normal
AWbJz	Chemicals	332	0.3320	Dangerous
AJ7tu	Machinery	1126	2.2520	Normal
IuaoY	Bottled Products	9274	9.2740	Normal
SstOP	Automobile Parts	17212	34.4240	Normal
AhlJb	Electronics	351	0.1755	Normal
TJxqG	Delicate Machinery	25600	51.2000	Delicate
Jm51i	Bottled Products	9745	9.7450	Normal
tNdF1	Food	16611	13.2888	Normal
6KClL	Chemicals	456	0.4560	Dangerous
J2Wsm	Chemicals	360	0.3600	Dangerous
qhXlw	Food	10485	8.3880	Normal
9cv5O	Apparel	930	0.1860	Normal
kpvbe	Machinery	23460	46.9200	Normal
i8NwB	Medical Equipment	791	1.5820	Delicate
26v31	Automobile Parts	12460	24.9200	Normal
NzTDl	Medical Equipment	471	0.9420	Delicate
zMjdH	Arts and Crafts	332	0.3320	Delicate
bElsP	Electronics	443	0.2215	Normal
pne0G	Bottled Beverages	9573	9.5730	Normal
Ixutj	Medical Equipment	2360	4.7200	Delicate
bBCxT	Furniture	4263	4.2630	Normal
Y9xtL	Chemicals	102	0.1020	Dangerous
v0iWP	Electronics	743	0.3715	Normal
Gckzj	Food	7845	6.2760	Normal
ytSzI	Apparel	246	0.0492	Normal
JY0mc	Arts and Crafts	982	0.9820	Delicate
v6efm	Delicate Machinery	37879	75.7580	Delicate
60QmP	Electronics	394	0.1970	Normal
NLB3u	Delicate Machinery	12638	25.2760	Delicate
uG6mD	Chemicals	466	0.4660	Dangerous
DVtFY	Home Appliances	77420	77.4200	Normal
Lup6e	Delicate Machinery	6982	13.9640	Delicate
rihRg	Automobile Parts	879	1.7580	Normal
Dxhmq	Delicate Machinery	29697	59.3940	Delicate
VEGjz	Delicate Machinery	48286	96.5720	Delicate
Yol3B	Apparel	868	0.1736	Normal
EtsGF	Electronics	935	0.4675	Normal
hTPkS	Bottled Products	4242	4.2420	Normal
RF5ID	Medical Equipment	408	0.8160	Delicate
kncU2	Home Appliances	98770	98.7700	Normal
RCviw	Medical Equipment	2137	4.2740	Delicate
wCaW4	Chemicals	278	0.2780	Dangerous
samLg	Electronics	162	0.0810	Normal
Zjavc	Bottled Beverages	6090	6.0900	Normal
Gbs09	Home Appliances	17324	17.3240	Normal
Ubhzm	Machinery	85641	171.2820	Normal
MVwZn	Home Appliances	11405	11.4050	Normal
7K9CM	Medical Equipment	266	0.5320	Delicate
UEST6	Bottled Beverages	5248	5.2480	Normal
KJpfy	Arts and Crafts	43	0.0430	Delicate
HedM0	Medical Equipment	2076	4.1520	Delicate
qvjRF	Medical Equipment	852	1.7040	Delicate
AJMde	Automobile Parts	24696	49.3920	Normal
AqcHQ	Home Appliances	20616	20.6160	Normal
juMLw	Bottled Beverages	7538	7.5380	Normal
tRGea	Delicate Machinery	23127	46.2540	Delicate
NDBbS	Home Appliances	55496	55.4960	Normal
9HjWx	Chemicals	361	0.3610	Dangerous
bI5UK	Apparel	221	0.0442	Normal
xJ3cg	Machinery	91798	183.5960	Normal
fJMAh	Bottled Products	9611	9.6110	Normal
bgG3u	Machinery	80953	161.9060	Normal
6NB0x	Bottled Beverages	8714	8.7140	Normal
tIkUz	Arts and Crafts	407	0.4070	Delicate
t5Wyh	Machinery	81340	162.6800	Normal
ROsPY	Bottled Products	62	0.0620	Normal
wzjiU	Arts and Crafts	917	0.9170	Delicate
VIFHr	Electronics	254	0.1270	Normal
kcbyn	Bottled Beverages	12709	12.7090	Normal
JlbEO	Furniture	14178	14.1780	Normal
m0AZS	Furniture	2265	2.2650	Normal
cKYxp	Automobile Parts	23983	47.9660	Normal
Bx4Eh	Delicate Machinery	13075	26.1500	Delicate
mZJCz	Automobile Parts	2879	5.7580	Normal
ZiDsu	Medical Equipment	1471	2.9420	Delicate
VSBE3	Furniture	13238	13.2380	Normal
5X6dx	Chemicals	134	0.1340	Dangerous
OA0fh	Electronics	521	0.2605	Normal
wudPN	Chemicals	39	0.0390	Dangerous
k6YM9	Home Appliances	59556	59.5560	Normal
nXzYm	Bottled Products	3161	3.1610	Normal
BIiRE	Medical Equipment	351	0.7020	Delicate
XuDO5	Automobile Parts	11388	22.7760	Normal
iftUX	Furniture	2976	2.9760	Normal
fM9HY	Chemicals	183	0.1830	Dangerous
e0dSB	Home Appliances	85716	85.7160	Normal
4aALh	Food	6042	4.8336	Normal
HREaZ	Delicate Machinery	41008	82.0160	Delicate
KrajQ	Bottled Beverages	10458	10.4580	Normal
IFg1u	Arts and Crafts	693	0.6930	Delicate
hSAoJ	Food	12492	9.9936	Normal
6Gg5p	Chemicals	461	0.4610	Dangerous
kVH9B	Furniture	2160	2.1600	Normal
t1aXp	Arts and Crafts	539	0.5390	Delicate
47iLO	Apparel	135	0.0270	Normal
G5qhA	Medical Equipment	1266	2.5320	Delicate
WI5Db	Apparel	700	0.1400	Normal
T4yNi	Chemicals	54	0.0540	Dangerous
nSIpf	Chemicals	363	0.3630	Dangerous
CEpBv	Medical Equipment	1863	3.7260	Delicate
ebIgm	Machinery	22887	45.7740	Normal
PAoJL	Machinery	17725	35.4500	Normal
qonOi	Apparel	227	0.0454	Normal
Z4AEz	Bottled Products	5861	5.8610	Normal
goS4B	Medical Equipment	716	1.4320	Delicate
BngCa	Food	9719	7.7752	Normal
BOiwZ	Bottled Products	5721	5.7210	Normal
hfGX0	Medical Equipment	641	1.2820	Delicate
Nov7G	Bottled Beverages	10942	10.9420	Normal
HvFDS	Arts and Crafts	293	0.2930	Delicate
zyKLX	Furniture	9356	9.3560	Normal
ZlK1q	Arts and Crafts	645	0.6450	Delicate
2gxLu	Delicate Machinery	7174	14.3480	Delicate
3xdSt	Bottled Beverages	8921	8.9210	Normal
yrnFI	Delicate Machinery	1373	2.7460	Delicate
SqWIG	Bottled Beverages	5959	5.9590	Normal
3k5r9	Chemicals	246	0.2460	Dangerous
gU6lB	Food	4889	3.9112	Normal
0BqFY	Arts and Crafts	722	0.7220	Delicate
UE5Kz	Home Appliances	98419	98.4190	Normal
86Sct	Electronics	489	0.2445	Normal
EN8Mk	Furniture	12143	12.1430	Normal
iZ6EU	Automobile Parts	18086	36.1720	Normal
7RShZ	Home Appliances	81737	81.7370	Normal
bptXD	Delicate Machinery	38772	77.5440	Delicate
4ukyA	Apparel	233	0.0466	Normal
azhBb	Medical Equipment	1590	3.1800	Delicate
j0FL1	Delicate Machinery	43699	87.3980	Delicate
bWuk0	Bottled Beverages	12735	12.7350	Normal
vXYG0	Medical Equipment	187	0.3740	Delicate
5zXRl	Food	16315	13.0520	Normal
NS8J0	Delicate Machinery	30783	61.5660	Delicate
iZ9eq	Chemicals	286	0.2860	Dangerous
p0OSo	Arts and Crafts	40	0.0400	Delicate
D6mBQ	Machinery	7992	15.9840	Normal
iRj4t	Bottled Beverages	11628	11.6280	Normal
UK7ZQ	Bottled Beverages	515	0.5150	Normal
6pGI8	Medical Equipment	1593	3.1860	Delicate
izRur	Bottled Products	2734	2.7340	Normal
J9IWb	Apparel	391	0.0782	Normal
hQ3Kd	Automobile Parts	12316	24.6320	Normal
ge7jf	Chemicals	326	0.3260	Dangerous
YIXs0	Delicate Machinery	18600	37.2000	Delicate
dqZ0Y	Medical Equipment	2319	4.6380	Delicate
5mrXH	Food	13950	11.1600	Normal
9i4lI	Bottled Beverages	709	0.7090	Normal
62Q9O	Automobile Parts	24634	49.2680	Normal
RPZdX	Bottled Products	3959	3.9590	Normal
Kb1h2	Automobile Parts	1675	3.3500	Normal
J8Nu6	Bottled Products	6910	6.9100	Normal
CXxIc	Delicate Machinery	28881	57.7620	Delicate
hVPnE	Apparel	896	0.1792	Normal
m47Tb	Electronics	288	0.1440	Normal
0aBx3	Home Appliances	24534	24.5340	Normal
yYMjE	Arts and Crafts	26	0.0260	Delicate
AGBdV	Delicate Machinery	20229	40.4580	Delicate
5iQrO	Furniture	1495	1.4950	Normal
axc5L	Furniture	6963	6.9630	Normal
7I321	Food	10761	8.6088	Normal
Rhdkz	Medical Equipment	150	0.3000	Delicate
N4dhS	Food	13377	10.7016	Normal
qQyTG	Home Appliances	56049	56.0490	Normal
1a9lj	Bottled Beverages	12420	12.4200	Normal
xBNml	Bottled Products	8992	8.9920	Normal
cxG3s	Chemicals	165	0.1650	Dangerous
kUQzp	Food	16391	13.1128	Normal
X6qYv	Home Appliances	13378	13.3780	Normal
qf63c	Furniture	9148	9.1480	Normal
HRltv	Delicate Machinery	22006	44.0120	Delicate
FTDxf	Bottled Products	5554	5.5540	Normal
seJmn	Food	16269	13.0152	Normal
OE0tT	Automobile Parts	7070	14.1400	Normal
zmdow	Food	5706	4.5648	Normal
18aQJ	Electronics	800	0.4000	Normal
9yJuB	Arts and Crafts	491	0.4910	Delicate
fD5rN	Bottled Products	1988	1.9880	Normal
eQj5r	Food	23165	18.5320	Normal
QF0a8	Medical Equipment	806	1.6120	Delicate
1LUCu	Machinery	73904	147.8080	Normal
2rYFo	Electronics	836	0.4180	Normal
mnbKV	Electronics	830	0.4150	Normal
YsDU0	Delicate Machinery	32680	65.3600	Delicate
IQaJ2	Home Appliances	64816	64.8160	Normal
4o2pl	Bottled Products	3399	3.3990	Normal
D1l5Z	Bottled Beverages	2310	2.3100	Normal
wsK4G	Chemicals	83	0.0830	Dangerous
7u9Lf	Arts and Crafts	623	0.6230	Delicate
2KFph	Delicate Machinery	28562	57.1240	Delicate
sU5PT	Food	8854	7.0832	Normal
0tnaM	Bottled Beverages	6632	6.6320	Normal
OJveN	Food	8183	6.5464	Normal
aGuK9	Apparel	64	0.0128	Normal
avXGu	Food	19201	15.3608	Normal
pmylO	Medical Equipment	23	0.0460	Delicate
6MZd2	Bottled Beverages	10109	10.1090	Normal
oCUwH	Machinery	77255	154.5100	Normal
lbqPY	Automobile Parts	14136	28.2720	Normal
pZRze	Bottled Products	8628	8.6280	Normal
3TUJ1	Bottled Beverages	12116	12.1160	Normal
S7yZw	Arts and Crafts	480	0.4800	Delicate
8QnFD	Bottled Beverages	8940	8.9400	Normal
CcHeX	Arts and Crafts	90	0.0900	Delicate
GoBXq	Electronics	202	0.1010	Normal
lEurP	Furniture	5749	5.7490	Normal
EvirC	Apparel	456	0.0912	Normal
XUZP4	Electronics	223	0.1115	Normal
bQ8gG	Apparel	431	0.0862	Normal
JWnOq	Home Appliances	70303	70.3030	Normal
PXkqR	Apparel	373	0.0746	Normal
EYvQh	Bottled Beverages	1975	1.9750	Normal
ga2pd	Electronics	488	0.2440	Normal
faczj	Delicate Machinery	31053	62.1060	Delicate
hyKGa	Home Appliances	70118	70.1180	Normal
EYSQy	Machinery	2476	4.9520	Normal
GgXLC	Bottled Beverages	12504	12.5040	Normal
EC3My	Machinery	70849	141.6980	Normal
Myqe7	Delicate Machinery	35223	70.4460	Delicate
zNg13	Apparel	502	0.1004	Normal
neUyX	Delicate Machinery	36369	72.7380	Delicate
SvWM8	Chemicals	340	0.3400	Dangerous
1OUni	Arts and Crafts	412	0.4120	Delicate
alhJ6	Medical Equipment	2300	4.6000	Delicate
hcPU1	Automobile Parts	3238	6.4760	Normal
frmQF	Machinery	44057	88.1140	Normal
k2RNL	Electronics	623	0.3115	Normal
T4let	Bottled Products	9480	9.4800	Normal
atvml	Chemicals	222	0.2220	Dangerous
9NT7B	Medical Equipment	1049	2.0980	Delicate
90LMd	Delicate Machinery	35597	71.1940	Delicate
z41Ov	Automobile Parts	14467	28.9340	Normal
43wLr	Chemicals	219	0.2190	Dangerous
uLQG8	Bottled Beverages	12148	12.1480	Normal
bglYB	Food	15062	12.0496	Normal
kqIfF	Apparel	856	0.1712	Normal
0KA2u	Delicate Machinery	18534	37.0680	Delicate
UsDZk	Furniture	9599	9.5990	Normal
HjMAD	Food	4641	3.7128	Normal
fHVhk	Electronics	843	0.4215	Normal
zvp06	Automobile Parts	7864	15.7280	Normal
q8A6k	Home Appliances	71777	71.7770	Normal
L319K	Bottled Beverages	2641	2.6410	Normal
PDC0W	Home Appliances	6108	6.1080	Normal
M5TOn	Automobile Parts	15705	31.4100	Normal
matoj	Food	15408	12.3264	Normal
EnFNq	Chemicals	443	0.4430	Dangerous
wWhQE	Chemicals	451	0.4510	Dangerous
1Y48t	Delicate Machinery	15461	30.9220	Delicate
LCHD1	Electronics	397	0.1985	Normal
tUml9	Automobile Parts	18091	36.1820	Normal
S7DqF	Food	9259	7.4072	Normal
Tvctl	Furniture	1331	1.3310	Normal
OBnKM	Food	10212	8.1696	Normal
8bOsu	Food	12008	9.6064	Normal
WmZG2	Automobile Parts	3659	7.3180	Normal
7OLl0	Furniture	7485	7.4850	Normal
7Thqv	Food	16869	13.4952	Normal
qeIxr	Apparel	416	0.0832	Normal
LGTJy	Delicate Machinery	30848	61.6960	Delicate
I6ofr	Apparel	181	0.0362	Normal
sePTr	Home Appliances	3088	3.0880	Normal
4iwOK	Medical Equipment	1292	2.5840	Delicate
SFQj2	Apparel	489	0.0978	Normal
OW3yt	Apparel	515	0.1030	Normal
xYS2c	Bottled Products	2384	2.3840	Normal
QtfOY	Arts and Crafts	290	0.2900	Delicate
UJGwc	Electronics	409	0.2045	Normal
UQMBA	Machinery	41798	83.5960	Normal
mJiOW	Medical Equipment	1159	2.3180	Delicate
J5VWB	Bottled Beverages	12230	12.2300	Normal
PhjvC	Medical Equipment	2048	4.0960	Delicate
BvEaQ	Furniture	4068	4.0680	Normal
CroHI	Bottled Products	5234	5.2340	Normal
fozbT	Arts and Crafts	322	0.3220	Delicate
u6GOr	Medical Equipment	1633	3.2660	Delicate
hYLre	Arts and Crafts	656	0.6560	Delicate
hVoPb	Arts and Crafts	661	0.6610	Delicate
WyYtJ	Food	15861	12.6888	Normal
3pz4Z	Bottled Products	4811	4.8110	Normal
LY5FD	Delicate Machinery	26368	52.7360	Delicate
YzaG0	Electronics	180	0.0900	Normal
vRH4M	Arts and Crafts	775	0.7750	Delicate
RWnGF	Food	8961	7.1688	Normal
J9qU8	Arts and Crafts	55	0.0550	Delicate
xwKnq	Automobile Parts	5190	10.3800	Normal
cDe5G	Bottled Products	2563	2.5630	Normal
qoThN	Electronics	626	0.3130	Normal
dDsZB	Bottled Products	6502	6.5020	Normal
71U5h	Delicate Machinery	2176	4.3520	Delicate
rpUWN	Medical Equipment	1061	2.1220	Delicate
poCbS	Food	21821	17.4568	Normal
6j1PB	Medical Equipment	1691	3.3820	Delicate
134Ln	Chemicals	372	0.3720	Dangerous
gzFue	Food	22696	18.1568	Normal
1nLMg	Apparel	384	0.0768	Normal
nDupS	Apparel	498	0.0996	Normal
kDT1P	Electronics	692	0.3460	Normal
8Hvnr	Furniture	4666	4.6660	Normal
dQHVG	Automobile Parts	10975	21.9500	Normal
gNQ5O	Medical Equipment	240	0.4800	Delicate
k2Vqr	Arts and Crafts	85	0.0850	Delicate
MTkR3	Electronics	267	0.1335	Normal
Utsle	Home Appliances	58216	58.2160	Normal
B4gWr	Apparel	7	0.0014	Normal
M0dSP	Home Appliances	44444	44.4440	Normal
Ku2tf	Medical Equipment	1757	3.5140	Delicate
tGlj0	Bottled Products	584	0.5840	Normal
tseG7	Electronics	62	0.0310	Normal
q4bkO	Apparel	844	0.1688	Normal
VyAat	Bottled Products	1384	1.3840	Normal
oX7Vc	Food	20569	16.4552	Normal
psj9x	Food	8481	6.7848	Normal
BpGYg	Bottled Products	3667	3.6670	Normal
Aboqw	Chemicals	435	0.4350	Dangerous
Tp06u	Automobile Parts	3051	6.1020	Normal
Cs7mO	Apparel	264	0.0528	Normal
h4WE3	Medical Equipment	821	1.6420	Delicate
oRyFG	Medical Equipment	1100	2.2000	Delicate
rHhAs	Arts and Crafts	617	0.6170	Delicate
EUDeW	Food	16777	13.4216	Normal
HTKLn	Bottled Products	3496	3.4960	Normal
stYmX	Furniture	4453	4.4530	Normal
0vDlK	Medical Equipment	1141	2.2820	Delicate
1HK8g	Bottled Products	4015	4.0150	Normal
o3qzQ	Furniture	5676	5.6760	Normal
kLOlD	Electronics	858	0.4290	Normal
9cJq5	Electronics	695	0.3475	Normal
Tsg74	Arts and Crafts	186	0.1860	Delicate
otrL0	Home Appliances	62294	62.2940	Normal
GNsz7	Machinery	90584	181.1680	Normal
7ZLxA	Home Appliances	47252	47.2520	Normal
e81EN	Home Appliances	81376	81.3760	Normal
4AQKd	Bottled Products	6938	6.9380	Normal
rTyVB	Medical Equipment	1663	3.3260	Delicate
YVpCu	Machinery	75557	151.1140	Normal
LTPrq	Delicate Machinery	49219	98.4380	Delicate
T8Aca	Automobile Parts	3475	6.9500	Normal
dblNB	Bottled Products	270	0.2700	Normal
BTZ2k	Food	7185	5.7480	Normal
SfL1B	Electronics	284	0.1420	Normal
DxIUB	Bottled Products	828	0.8280	Normal
M2kEX	Automobile Parts	22960	45.9200	Normal
hDjta	Arts and Crafts	944	0.9440	Delicate
tLq3O	Furniture	3188	3.1880	Normal
mZE3V	Bottled Products	9982	9.9820	Normal
4Bc0O	Delicate Machinery	40696	81.3920	Delicate
NHJgD	Electronics	522	0.2610	Normal
pF0Ax	Arts and Crafts	915	0.9150	Delicate
xvASo	Delicate Machinery	48713	97.4260	Delicate
qo1aT	Arts and Crafts	265	0.2650	Delicate
lpsVz	Chemicals	89	0.0890	Dangerous
SWoR9	Electronics	937	0.4685	Normal
WyflA	Bottled Beverages	14243	14.2430	Normal
X3Sga	Bottled Products	5882	5.8820	Normal
wIdpv	Bottled Beverages	10682	10.6820	Normal
0yd5C	Automobile Parts	17770	35.5400	Normal
jRcq0	Electronics	136	0.0680	Normal
MJIGm	Home Appliances	46482	46.4820	Normal
IxRuO	Delicate Machinery	12876	25.7520	Delicate
UPkXK	Apparel	433	0.0866	Normal
uxpZK	Home Appliances	12226	12.2260	Normal
G3nmB	Automobile Parts	6757	13.5140	Normal
UCriP	Chemicals	389	0.3890	Dangerous
2G810	Arts and Crafts	320	0.3200	Delicate
8fSRz	Delicate Machinery	4764	9.5280	Delicate
6hrfR	Furniture	1113	1.1130	Normal
LUfah	Arts and Crafts	909	0.9090	Delicate
ti6WT	Medical Equipment	348	0.6960	Delicate
6pRqv	Bottled Beverages	9293	9.2930	Normal
LaoXv	Arts and Crafts	536	0.5360	Delicate
tvqbX	Delicate Machinery	15491	30.9820	Delicate
UrXgC	Machinery	2406	4.8120	Normal
4ZBXg	Furniture	12401	12.4010	Normal
5spfE	Arts and Crafts	879	0.8790	Delicate
8hTaF	Bottled Beverages	12063	12.0630	Normal
OsSPR	Food	11225	8.9800	Normal
YJyI9	Delicate Machinery	33287	66.5740	Delicate
VM5WU	Medical Equipment	1860	3.7200	Delicate
JPuU7	Medical Equipment	2160	4.3200	Delicate
AZpWB	Chemicals	35	0.0350	Dangerous
5h9Yn	Apparel	30	0.0060	Normal
BhZMv	Chemicals	247	0.2470	Dangerous
Pnif2	Home Appliances	46822	46.8220	Normal
yYtBu	Furniture	5647	5.6470	Normal
7YhLN	Bottled Products	9751	9.7510	Normal
AS95W	Delicate Machinery	32440	64.8800	Delicate
WVpz4	Arts and Crafts	91	0.0910	Delicate
j7awh	Home Appliances	97115	97.1150	Normal
lK2YR	Furniture	14375	14.3750	Normal
N8Z5a	Bottled Products	967	0.9670	Normal
geibH	Chemicals	239	0.2390	Dangerous
NhsU6	Chemicals	145	0.1450	Dangerous
taC70	Chemicals	196	0.1960	Dangerous
zeRJu	Bottled Beverages	10362	10.3620	Normal
O6Gsf	Electronics	735	0.3675	Normal
0Erjy	Furniture	11400	11.4000	Normal
aZWcB	Delicate Machinery	5854	11.7080	Delicate
ZVL2P	Machinery	24621	49.2420	Normal
cNPJx	Electronics	970	0.4850	Normal
7hRiY	Chemicals	373	0.3730	Dangerous
3WsQn	Bottled Beverages	10536	10.5360	Normal
AlQSw	Chemicals	487	0.4870	Dangerous
bmAz5	Chemicals	312	0.3120	Dangerous
RAFVc	Medical Equipment	1894	3.7880	Delicate
gTdVu	Arts and Crafts	85	0.0850	Delicate
253eC	Delicate Machinery	4506	9.0120	Delicate
tSyqw	Chemicals	356	0.3560	Dangerous
BGsqC	Automobile Parts	19497	38.9940	Normal
YSjb0	Apparel	543	0.1086	Normal
cuID2	Apparel	476	0.0952	Normal
ypGl3	Bottled Products	6357	6.3570	Normal
IryZk	Furniture	11798	11.7980	Normal
vTm4s	Home Appliances	72940	72.9400	Normal
ODWcp	Bottled Beverages	8830	8.8300	Normal
DkvTF	Furniture	12668	12.6680	Normal
idhQJ	Chemicals	61	0.0610	Dangerous
mRcjB	Automobile Parts	2675	5.3500	Normal
vJMd2	Food	2620	2.0960	Normal
GyLNg	Furniture	10524	10.5240	Normal
MZuys	Electronics	383	0.1915	Normal
89vPb	Furniture	8404	8.4040	Normal
CB5yc	Food	12851	10.2808	Normal
Uwr56	Furniture	565	0.5650	Normal
rgXpc	Apparel	300	0.0600	Normal
EVU9R	Medical Equipment	1098	2.1960	Delicate
c4vg2	Chemicals	142	0.1420	Dangerous
R6Wtd	Home Appliances	71740	71.7400	Normal
bBjFw	Bottled Products	9706	9.7060	Normal
PYVUa	Home Appliances	16482	16.4820	Normal
09uUE	Home Appliances	76807	76.8070	Normal
5s9HT	Food	2768	2.2144	Normal
crQxK	Apparel	481	0.0962	Normal
wxb7F	Bottled Products	3983	3.9830	Normal
bOgZo	Home Appliances	43310	43.3100	Normal
USCPt	Arts and Crafts	253	0.2530	Delicate
NswpD	Food	12909	10.3272	Normal
TbRhG	Automobile Parts	11550	23.1000	Normal
zYCAb	Bottled Beverages	573	0.5730	Normal
ShVCc	Home Appliances	21101	21.1010	Normal
pwfbu	Delicate Machinery	40664	81.3280	Delicate
iuHQ4	Food	1102	0.8816	Normal
jLSBe	Electronics	130	0.0650	Normal
d98Q1	Medical Equipment	1955	3.9100	Delicate
6EmJY	Furniture	109	0.1090	Normal
e7dMN	Bottled Products	5874	5.8740	Normal
Fpawm	Machinery	36723	73.4460	Normal
OgNYH	Delicate Machinery	21998	43.9960	Delicate
oPMk9	Electronics	540	0.2700	Normal
c4CVn	Medical Equipment	866	1.7320	Delicate
u4LqF	Electronics	218	0.1090	Normal
uemFp	Food	7267	5.8136	Normal
bG7Bc	Home Appliances	19717	19.7170	Normal
Cbr7R	Chemicals	358	0.3580	Dangerous
cFnkI	Automobile Parts	17366	34.7320	Normal
mWC6h	Apparel	336	0.0672	Normal
0PCne	Automobile Parts	132	0.2640	Normal
oyPM8	Delicate Machinery	33175	66.3500	Delicate
fITnP	Furniture	11307	11.3070	Normal
SiHdZ	Machinery	52448	104.8960	Normal
EPsQ9	Arts and Crafts	314	0.3140	Delicate
CB3Gy	Delicate Machinery	43404	86.8080	Delicate
gbX4D	Machinery	27140	54.2800	Normal
T58l1	Bottled Products	3683	3.6830	Normal
n1dW8	Apparel	662	0.1324	Normal
kyAIT	Delicate Machinery	29548	59.0960	Delicate
d9Ec5	Electronics	614	0.3070	Normal
HzJTW	Electronics	153	0.0765	Normal
6jmaS	Food	2593	2.0744	Normal
pvu3t	Machinery	56442	112.8840	Normal
EGQ1D	Machinery	85562	171.1240	Normal
3yzai	Chemicals	279	0.2790	Dangerous
rVxmP	Delicate Machinery	22498	44.9960	Delicate
W6HKQ	Apparel	986	0.1972	Normal
dU9Fz	Furniture	4159	4.1590	Normal
pLSKr	Furniture	13232	13.2320	Normal
JqyOK	Home Appliances	26569	26.5690	Normal
OhM60	Machinery	32883	65.7660	Normal
N1THx	Furniture	6889	6.8890	Normal
YjWr2	Electronics	559	0.2795	Normal
cd6Kf	Automobile Parts	4584	9.1680	Normal
wLhn5	Chemicals	222	0.2220	Dangerous
tOz0k	Apparel	202	0.0404	Normal
buwvj	Food	8273	6.6184	Normal
jZfiE	Food	11127	8.9016	Normal
BiCED	Bottled Beverages	520	0.5200	Normal
CYQ7P	Furniture	4457	4.4570	Normal
Pc943	Food	10816	8.6528	Normal
SBwz7	Automobile Parts	186	0.3720	Normal
yClNX	Medical Equipment	657	1.3140	Delicate
KrVMt	Electronics	842	0.4210	Normal
AZYxH	Apparel	94	0.0188	Normal
Aw5at	Arts and Crafts	191	0.1910	Delicate
gHYoI	Food	17146	13.7168	Normal
LGYbi	Food	2033	1.6264	Normal
mXIok	Medical Equipment	946	1.8920	Delicate
A2OFU	Chemicals	433	0.4330	Dangerous
MFjNm	Bottled Beverages	13459	13.4590	Normal
J37jy	Machinery	35183	70.3660	Normal
qgDcT	Furniture	7462	7.4620	Normal
l4wAS	Bottled Beverages	10154	10.1540	Normal
2Egvt	Machinery	87240	174.4800	Normal
4UmWe	Machinery	97833	195.6660	Normal
6Cqya	Bottled Products	9423	9.4230	Normal
hLKpg	Automobile Parts	2714	5.4280	Normal
DUFT5	Bottled Products	1097	1.0970	Normal
x9MVi	Bottled Beverages	10294	10.2940	Normal
oygD6	Medical Equipment	1208	2.4160	Delicate
X21TV	Furniture	10257	10.2570	Normal
LWtcO	Bottled Beverages	2081	2.0810	Normal
4QyW1	Chemicals	351	0.3510	Dangerous
CnoFS	Delicate Machinery	32936	65.8720	Delicate
VxZuG	Chemicals	482	0.4820	Dangerous
vDxfs	Furniture	8302	8.3020	Normal
x49W3	Home Appliances	16853	16.8530	Normal
4Z6te	Apparel	503	0.1006	Normal
uhnOR	Apparel	671	0.1342	Normal
nq9bV	Bottled Beverages	6150	6.1500	Normal
UyZk0	Arts and Crafts	621	0.6210	Delicate
32ngj	Delicate Machinery	8864	17.7280	Delicate
